,Sl. No.,Candidate Name,State,Constituency,Gender,Age,Party,Total Electors,Turn Out(%),Candidate Votes(%),Count Of Votes
1022,2829,H. Eswarappa Bovi ,Karnataka,Davanagere,M,30,IND,1307583,69.39,0.1,907
1023,2830,Veeresh T. ,Karnataka,Davanagere,M,35,IND,1307583,69.39,0.09,816
1024,2831,B. Rajashekharayya ,Karnataka,Davanagere,M,62,IND,1307583,69.39,0.09,816
1025,2832,Dr. Sridhara Udupa ,Karnataka,Davanagere,M,56,IND,1307583,69.39,0.07,635
1026,2833,Pralhad Joshi ,Karnataka,Dharwad,M,46,BJP,1411500,56.55,55.97,446754
1027,2834,Kunnur Manjunath Channappa ,Karnataka,Dharwad,M,55,INC,1411500,56.55,38.73,309144
1028,2835,Talakallamath Mahesh Gurupadayya ,Karnataka,Dharwad,M,52,NCP,1411500,56.55,0.9,7183
1029,2836,Shankarappa Gurushiddappa Yadavannavar ,Karnataka,Dharwad,M,50,IND,1411500,56.55,0.81,6465
1030,2837,Kashimsab Mulla ,Karnataka,Dharwad,M,57,BSP,1411500,56.55,0.75,5986
1031,2838,Hanmantsa Chandrakantsa Niranjan ,Karnataka,Dharwad,M,40,JD(U),1411500,56.55,0.62,4948
1032,2839,Bagwan Nasir Papulsab ,Karnataka,Dharwad,M,51,IND,1411500,56.55,0.37,2953
1033,2840,Ramachandra Kalingappa Mahar ,Karnataka,Dharwad,M,59,IND,1411500,56.55,0.33,2634
1034,2841,Basavaraj Ramanna Balannavar ,Karnataka,Dharwad,M,30,IND,1411500,56.55,0.31,2474
1035,2842,Basanagouda Mudigouda Hanasi ,Karnataka,Dharwad,M,63,IND,1411500,56.55,0.25,1995
1036,2843,J. Bhaskar ,Karnataka,Dharwad,M,39,IND,1411500,56.55,0.2,1596
1037,2844,Gurupadagouda Venkanagouda Patil ,Karnataka,Dharwad,M,62,IND,1411500,56.55,0.18,1436
1038,2845,Zameer Khan ,Karnataka,Dharwad,M,28,IND,1411500,56.55,0.17,1356
1039,2846,Ali M.Sandimani ,Karnataka,Dharwad,M,30,IND,1411500,56.55,0.15,1197
1040,2847,Ibrahim Kallimani ,Karnataka,Dharwad,M,32,IND,1411500,56.55,0.13,1037
1041,2848,Ashok Vishnusa Baddi ,Karnataka,Dharwad,M,38,IND,1411500,56.55,0.11,878
1042,2872,Udasi Shivakumar Chanabasappa ,Karnataka,Haveri,M,42,BJP,1356573,64.3,49.33,430293
1043,2873,Saleem Ahamad ,Karnataka,Haveri,M,45,INC,1356573,64.3,39.25,342368
1044,2874,Shivakumargouda Shiddalingangouda Patil ,Karnataka,Haveri,M,42,JD(S),1356573,64.3,5.23,45620
1045,2875,Basavaraj Shankrappa Desai ,Karnataka,Haveri,M,38,IND,1356573,64.3,1.3,11339
1046,2876,Ashokappa Mallappa Javali ,Karnataka,Haveri,M,43,NCP,1356573,64.3,0.96,8373
1047,2877,Krishnaji Raghavendrarao Omkar ,Karnataka,Haveri,M,32,ABHM,1356573,64.3,0.85,7414
1048,2878,Igal Dillppa Kariyappa ,Karnataka,Haveri,M,52,BSP,1356573,64.3,0.84,7327
1049,2879,K.N.Badiger ,Karnataka,Haveri,M,28,IND,1356573,64.3,0.59,5146
1050,2880,Allabax Timmapur ,Karnataka,Haveri,M,34,IND,1356573,64.3,0.58,5059
1051,2881,Jagadeesh Yankappa Doddamani ,Karnataka,Haveri,M,35,IND,1356573,64.3,0.42,3663
1052,2882,Fakkiresh Shambhu Bijapur ,Karnataka,Haveri,M,39,IND,1356573,64.3,0.32,2791
1053,2883,Prabhu K Patil ,Karnataka,Haveri,M,31,JD(U),1356573,64.3,0.32,2791
1054,2906,Shivaramagouda Shivanagouda ,Karnataka,Koppal,M,56,BJP,1354287,55.73,38.65,291708
1055,2907,Basavaraj Rayareddy ,Karnataka,Koppal,M,53,INC,1354287,55.73,27.81,209894
1056,2908,Ansari Iqbal ,Karnataka,Koppal,M,50,JD(S),1354287,55.73,23.9,180383
1057,2909,Sharabhayya Hiremath ,Karnataka,Koppal,M,27,IND,1354287,55.73,1.58,11924
1058,2910,Shivaputrappa Gumagera ,Karnataka,Koppal,M,42,BSP,1354287,55.73,1.38,10415
1059,2911,Zakeer ,Karnataka,Koppal,M,30,LJP,1354287,55.73,0.89,6717
1060,2912,Handi Rafiqsab ,Karnataka,Koppal,M,53,IND,1354287,55.73,0.73,5509
1061,2913,Shivakumar Navali Siddappa Tontapur ,Karnataka,Koppal,M,44,IND,1354287,55.73,0.64,4830
1062,2914,Pujar D.H ,Karnataka,Koppal,M,42,IND,1354287,55.73,0.55,4151
1063,2915,Maremma Yankappa ,Karnataka,Koppal,F,40,IND,1354287,55.73,0.54,4075
1064,2916,Chandrashekar ,Karnataka,Koppal,M,37,IND,1354287,55.73,0.5,3773
1065,2917,Chakravarti Nayak .T ,Karnataka,Koppal,M,70,IND,1354287,55.73,0.5,3773
1066,2918,Nazeer Husain ,Karnataka,Koppal,M,41,IND,1354287,55.73,0.5,3773
1067,2919,Ishwarappa J ,Karnataka,Koppal,M,52,IND,1354287,55.73,0.42,3169
1068,2920,Gousia Begum ,Karnataka,Koppal,F,31,IND,1354287,55.73,0.4,3018
1069,2921,Bharadwaj ,Karnataka,Koppal,M,63,CPI(ML)(L),1354287,55.73,0.36,2717
1070,2922,Uppara Hanumantappa ,Karnataka,Koppal,M,33,IND,1354287,55.73,0.34,2566
1071,2923,Basavaraj Karadi Waddarahatti ,Karnataka,Koppal,M,27,JD(U),1354287,55.73,0.32,2415
1072,2948,Pakkirappa.S. ,Karnataka,Raichur ,M,51,BJP,1486254,45.9,46.38,316399
1073,2949,Raja Venkatappa Naik ,Karnataka,Raichur ,M,52,INC,1486254,45.9,41.89,285769
1074,2950,K.Devanna Naik ,Karnataka,Raichur ,M,56,JD(S),1486254,45.9,4.3,29334
1075,2951,K.Somashekhar ,Karnataka,Raichur ,M,43,IND,1486254,45.9,2.18,14871
1076,2952,Shivakumar ,Karnataka,Raichur ,M,42,BSP,1486254,45.9,1.74,11870
1077,2953,Comrade V.Mudukappa Nayak ,Karnataka,Raichur ,M,36,IND,1486254,45.9,1.23,8390
1078,2954,R.Mudukappa Nayak ,Karnataka,Raichur ,M,44,IND,1486254,45.9,1.15,7845
1079,2955,Com Ii. V.H.Master ,Karnataka,Raichur ,M,73,IND,1486254,45.9,1.13,7708
1080,2956,B.Y. Raghavendra ,Karnataka,Shimoga,M,36,BJP,1435908,66.47,50.58,482759
1081,2957,S. Bangarappa ,Karnataka,Shimoga,M,76,INC,1435908,66.47,45.04,429883
1082,2958,H.S. Shekarappa ,Karnataka,Shimoga,M,47,IND,1435908,66.47,1.14,10880
1083,2959,J. Jayappa ,Karnataka,Shimoga,M,40,BSP,1435908,66.47,0.86,8208
1084,2960,C. Murugan ,Karnataka,Shimoga,M,29,AIJMK,1435908,66.47,0.63,6013
1085,2961,M.P. Sridhar. Byndoor ,Karnataka,Shimoga,M,44,IND,1435908,66.47,0.48,4581
1086,2962,Manjappa. S. ,Karnataka,Shimoga,M,58,IND,1435908,66.47,0.33,3149
1087,2963,N Dinesh Kumar ,Karnataka,Shimoga,M,40,IND,1435908,66.47,0.22,2099
1088,2964,D.S. Eshwarappa ,Karnataka,Shimoga,M,41,IND,1435908,66.47,0.2,1908
1089,2965,Akhil Ahmed ,Karnataka,Shimoga,M,45,IND,1435908,66.47,0.19,1813
1090,2966,Mainuddin.M.S ,Karnataka,Shimoga,M,35,IND,1435908,66.47,0.18,1718
1091,2967,Umeshkumar S ,Karnataka,Shimoga,M,38,IND,1435908,66.47,0.14,1336
1092,2968,G.S. Basavaraju ,Karnataka,Tumkur,M,67,BJP,1370655,65.65,36.79,331049
1093,2969,S.P. Muddahanumegowda ,Karnataka,Tumkur,M,55,JD(S),1370655,65.65,34.41,309633
1094,2970,P. Kodandaramaiah ,Karnataka,Tumkur,M,69,INC,1370655,65.65,19.75,177717
1095,2971,Sree Gowrishankara Swamigalu ,Karnataka,Tumkur,M,63,SP,1370655,65.65,3.21,28884
1096,2972,Ashok ,Karnataka,Tumkur,M,59,BSP,1370655,65.65,1.67,15027
1097,2973,Niranjana C.S ,Karnataka,Tumkur,M,29,IND,1370655,65.65,1.43,12867
1098,2974,Shasibhushana ,Karnataka,Tumkur,M,34,IND,1370655,65.65,1.19,10708
1099,2975,Mohamed Khasim ,Karnataka,Tumkur,M,47,IND,1370655,65.65,0.58,5219
1100,2976,G. Nagendra ,Karnataka,Tumkur,M,34,IND,1370655,65.65,0.52,4679
1101,2977,D.R. Nagaraja ,Karnataka,Tumkur,M,53,IND,1370655,65.65,0.43,3869
1102,2978,D.V.Sadananda Gowda ,Karnataka,Udupi Chikmagalur,M,56,BJP,1224338,68.18,48.09,401433
1103,2979,K.Jayaprakash Hegde ,Karnataka,Udupi Chikmagalur,M,57,INC,1224338,68.18,44.86,374470
1104,2980,Radha Sundaresh ,Karnataka,Udupi Chikmagalur,F,49,CPI,1224338,68.18,2.99,24959
1105,2981,Srinivas Poojary ,Karnataka,Udupi Chikmagalur,M,51,IND,1224338,68.18,1.35,11269
1106,2982,J.Steven Menezes ,Karnataka,Udupi Chikmagalur,M,43,BSP,1224338,68.18,1.19,9933
1107,2983,Dr. Sridhara Udupa ,Karnataka,Udupi Chikmagalur,M,56,IND,1224338,68.18,0.42,3505
1108,2984,Comrade//Umesh Kumar ,Karnataka,Udupi Chikmagalur,M,38,IND,1224338,68.18,0.39,3255
1109,2985,Vinayak Mallya ,Karnataka,Udupi Chikmagalur,M,27,IND,1224338,68.18,0.37,3088
1110,2986,K.Ganapathi Shettigar ,Karnataka,Udupi Chikmagalur,M,58,IND,1224338,68.18,0.33,2754
1111,2987,Anantkumar Hegde ,Karnataka,Uttara Kannada,M,40,BJP,1286556,59.09,44.63,339288
1112,2988,Alva Margaret ,Karnataka,Uttara Kannada,F,67,INC,1286556,59.09,41.63,316482
1113,2989,V D Hegade ,Karnataka,Uttara Kannada,M,68,JD(S),1286556,59.09,6.43,48882
1114,2990,Yashwant Timmanna Nippanikar ,Karnataka,Uttara Kannada,M,58,IND,1286556,59.09,2.08,15812
1115,2991,Hadapad Basavaraj Dundappa ,Karnataka,Uttara Kannada,M,28,BSP,1286556,59.09,1.23,9350
1116,2992,D M Gurav ,Karnataka,Uttara Kannada,M,49,SHS,1286556,59.09,1.06,8058
1117,2993,Khazi Rahmatulla Abdul Wahab ,Karnataka,Uttara Kannada,M,60,IND,1286556,59.09,0.96,7298
1118,2994,L P M Naik ,Karnataka,Uttara Kannada,M,39,IND,1286556,59.09,0.78,5929
1119,2995,Uday Babu Khalvadekar ,Karnataka,Uttara Kannada,M,57,IND,1286556,59.09,0.43,3268
1120,2996,Abdul Rasheed Shaikh ,Karnataka,Uttara Kannada,M,44,IND,1286556,59.09,0.4,3040
1121,2997,Elish Kotiyal ,Karnataka,Uttara Kannada,M,44,JD(U),1286556,59.09,0.38,2888
1122,3219,K. D. Deshmukh ,Madhya Pradesh,Balaghat,M,60,BJP,1336535,56.6,39.65,299943
1123,3220,Vishveshwar Bhagat ,Madhya Pradesh,Balaghat,M,57,INC,1336535,56.6,34.25,259093
1124,3221,Kankar Munjare ,Madhya Pradesh,Balaghat,M,52,RJD,1336535,56.6,6.45,48792
1125,3222,Ajab Lal ,Madhya Pradesh,Balaghat,M,35,BSP,1336535,56.6,4.65,35176
1126,3223,Kishor Samrite ,Madhya Pradesh,Balaghat,M,42,SP,1336535,56.6,3.9,29502
1127,3224,Bhaiya Balkrishna ,Madhya Pradesh,Balaghat,M,53,GGP,1336535,56.6,2.73,20651
1128,3225,Mansingh Bisen ,Madhya Pradesh,Balaghat,M,59,IND,1336535,56.6,1.74,13162
1129,3226,Darbu Singh Uikey ,Madhya Pradesh,Balaghat,M,37,GMS,1336535,56.6,1.43,10817
1130,3227,Dhaneshwar Lilhare ,Madhya Pradesh,Balaghat,M,40,IND,1336535,56.6,0.76,5749
1131,3228,Jitendra Meshram ,Madhya Pradesh,Balaghat,M,37,IND,1336535,56.6,0.71,5370
1132,3229,Kalpana Gopal Wasnik ,Madhya Pradesh,Balaghat,F,38,RPI(A),1336535,56.6,0.66,4992
1133,3230,Nyazmir Khan ,Madhya Pradesh,Balaghat,M,32,IND,1336535,56.6,0.58,4387
1134,3231,Pooranlal Lodhi ,Madhya Pradesh,Balaghat,M,37,IND,1336535,56.6,0.58,4387
1135,3232,Govardhan Patle Urf Hitlar ,Madhya Pradesh,Balaghat,M,75,IND,1336535,56.6,0.53,4009
1136,3233,Shriram Thakur ,Madhya Pradesh,Balaghat,M,58,IND,1336535,56.6,0.45,3404
1137,3234,Sandeep Santram ,Madhya Pradesh,Balaghat,M,31,IND,1336535,56.6,0.37,2798
1138,3235,Anju Ashok Uikey ,Madhya Pradesh,Balaghat,F,34,IND,1336535,56.6,0.28,2118
1139,3236,Advocate Azhar Ul Alim ,Madhya Pradesh,Balaghat,M,58,IND,1336535,56.6,0.25,1891
1140,3237,Jyoti Dhurve ,Madhya Pradesh,Betul,F,43,BJP,1286761,49.47,52.62,334958
1141,3238,Ojharam Evane ,Madhya Pradesh,Betul,M,54,INC,1286761,49.47,37.33,237628
1142,3239,Sunil Kumar Kawade ,Madhya Pradesh,Betul,M,27,IND,1286761,49.47,2.19,13940
1143,3240,Rama Kakodia ,Madhya Pradesh,Betul,M,50,BSP,1286761,49.47,2.13,13558
1144,3241,Adhivakta Shankar Pendam ,Madhya Pradesh,Betul,M,66,IND,1286761,49.47,1.54,9803
1145,3242,Dr. Sukhdev Singh Chouhan ,Madhya Pradesh,Betul,M,42,SP,1286761,49.47,0.92,5856
1146,3243,Motiram Mavase ,Madhya Pradesh,Betul,M,48,IND,1286761,49.47,0.68,4328
1147,3244,Mangal Singh Lokhande ,Madhya Pradesh,Betul,M,51,SWJP,1286761,49.47,0.56,3564
1148,3245,Krishna Gopal Parte ,Madhya Pradesh,Betul,M,35,IND,1286761,49.47,0.43,2737
1149,3246,Kadakshing Vadiva ,Madhya Pradesh,Betul,M,27,IND,1286761,49.47,0.32,2036
1150,3247,Kallusingh Uikey ,Madhya Pradesh,Betul,M,59,GMS,1286761,49.47,0.26,1655
1151,3248,Kamal Sing ,Madhya Pradesh,Betul,M,45,IND,1286761,49.47,0.26,1655
1152,3249,Sushilkumar Alis Balubhaiyya ,Madhya Pradesh,Betul,M,39,RPI(A),1286761,49.47,0.22,1400
1153,3250,Imratlal Markam ,Madhya Pradesh,Betul,M,58,IND,1286761,49.47,0.21,1336
1154,3251,Kadmu Singh Kumare (K.S.Kumare) ,Madhya Pradesh,Betul,M,59,GGP,1286761,49.47,0.19,1209
1155,3252,Gulabrav ,Madhya Pradesh,Betul,M,53,RDMP,1286761,49.47,0.15,954
1156,3253,Ashok Argal ,Madhya Pradesh,Bhind,M,39,BJP,1364411,38.39,43.41,227380
1157,3254,Dr. Bhagirath Prasad ,Madhya Pradesh,Bhind,M,61,INC,1364411,38.39,39.8,208471
1158,3255,D.R.Rahul ,Madhya Pradesh,Bhind,M,58,BSP,1364411,38.39,11.61,60812
1159,3256,Nand Kishor Kori ,Madhya Pradesh,Bhind,M,43,SP,1364411,38.39,2.68,14037
1160,3257,Shailendra Singh ,Madhya Pradesh,Bhind,M,25,IND,1364411,38.39,0.79,4137
1161,3258,Veerendra Kumar Goyal ,Madhya Pradesh,Bhind,M,40,IND,1364411,38.39,0.28,1466
1162,3259,Lalaram ,Madhya Pradesh,Bhind,M,46,IND,1364411,38.39,0.27,1414
1163,3260,Shriram Rahul ,Madhya Pradesh,Bhind,M,41,BMM,1364411,38.39,0.23,1204
1164,3261,Tulsiram Dhanuk Thekedar ,Madhya Pradesh,Bhind,M,60,IVD,1364411,38.39,0.23,1204
1165,3262,Ramsevak Morya ,Madhya Pradesh,Bhind,M,43,IND,1364411,38.39,0.21,1099
1166,3263,Bhagirath ,Madhya Pradesh,Bhind,M,33,IND,1364411,38.39,0.19,995
1167,3264,Shankar Lal Verma ,Madhya Pradesh,Bhind,M,70,BHBP,1364411,38.39,0.16,838
1168,3265,R.J.Jatav ,Madhya Pradesh,Bhind,M,48,IND,1364411,38.39,0.15,785
1169,3266,Kailash Joshi ,Madhya Pradesh,Bhopal,M,79,BJP,1462868,45.04,50.95,335697
1170,3267,Surendra Singh Thakur ,Madhya Pradesh,Bhopal,M,55,INC,1462868,45.04,41.06,270534
1171,3268,Er. Ashok Narayan Singh ,Madhya Pradesh,Bhopal,M,53,BSP,1462868,45.04,2.83,18646
1172,3269,Mhod. Munawar Khan Kausar ,Madhya Pradesh,Bhopal,M,44,SP,1462868,45.04,1.31,8631
1173,3270,Brajendra Chaturvedi Urf Gappu Chaturvedi ,Madhya Pradesh,Bhopal,M,35,IND,1462868,45.04,0.54,3557
1174,3271,D. C. Gujarkar ,Madhya Pradesh,Bhopal,M,52,IND,1462868,45.04,0.47,3096
1175,3272,Ashok Pawar ,Madhya Pradesh,Bhopal,M,47,PRSP,1462868,45.04,0.43,2833
1176,3273,Dr. Mahesh Yadav 'Aman Gandhi' ,Madhya Pradesh,Bhopal,M,40,IND,1462868,45.04,0.28,1844
1177,3274,Shiv Narayan Singh Bagware ,Madhya Pradesh,Bhopal,M,60,IND,1462868,45.04,0.25,1647
1178,3275,Mukesh Sen ,Madhya Pradesh,Bhopal,M,32,IND,1462868,45.04,0.24,1581
1179,3276,Rajesh Kumar Yadav ,Madhya Pradesh,Bhopal,M,42,IND,1462868,45.04,0.23,1515
1180,3277,Darshan Singh Rathore ,Madhya Pradesh,Bhopal,M,53,IND,1462868,45.04,0.19,1251
1181,3278,Amar Singh ,Madhya Pradesh,Bhopal,M,72,IND,1462868,45.04,0.18,1185
1182,3279,Kapil Dubey ,Madhya Pradesh,Bhopal,M,37,IND,1462868,45.04,0.17,1120
1183,3280,Mehdi Hussain ,Madhya Pradesh,Bhopal,M,30,IND,1462868,45.04,0.13,856
1184,3281,Anil Singh ,Madhya Pradesh,Bhopal,M,30,IND,1462868,45.04,0.12,790
1185,3282,Shahnawaz ,Madhya Pradesh,Bhopal,M,59,IND,1462868,45.04,0.1,658
1186,3283,Ram Sahay Yatri (Shrivastava) Urf Rashtravadi Yatri ,Madhya Pradesh,Bhopal,M,79,IND,1462868,45.04,0.09,592
1187,3284,Ahirwar Lakhanlal Purvi ,Madhya Pradesh,Bhopal,M,42,RPI(A),1462868,45.04,0.09,592
1188,3285,Ramdas Ghosle ,Madhya Pradesh,Bhopal,M,54,RPI(D),1462868,45.04,0.08,527
1189,3286,Radheshyam Kulaste ,Madhya Pradesh,Bhopal,M,38,GMS,1462868,45.04,0.08,527
1190,3287,Sanjeev Singhal ,Madhya Pradesh,Bhopal,M,42,SVSP,1462868,45.04,0.08,527
1191,3288,Karan Kumar Karosia Urf Karan Jeeja ,Madhya Pradesh,Bhopal,M,41,GGP,1462868,45.04,0.07,461
1192,3317,Shivraj Bhaiya ,Madhya Pradesh,Damoh,M,68,BJP,1357986,44.12,50.52,302687
1193,3318,Chandrabhan Bhaiya ,Madhya Pradesh,Damoh,M,51,INC,1357986,44.12,38.69,231808
1194,3319,Ahir Kamla Yadav ,Madhya Pradesh,Damoh,F,55,SP,1357986,44.12,1.31,7848
1195,3320,Jayant Bhaiya ,Madhya Pradesh,Damoh,M,31,IND,1357986,44.12,1.17,7009
1196,3321,Ramphool Dahayat ,Madhya Pradesh,Damoh,M,39,IND,1357986,44.12,1.13,6770
1197,3322,Kashiram Alias Kamlesh Dhurve ,Madhya Pradesh,Damoh,M,35,GMS,1357986,44.12,1.0,5991
1198,3323,Janki Prasad ,Madhya Pradesh,Damoh,M,62,IND,1357986,44.12,0.8,4793
1199,3324,Nanne Lal ,Madhya Pradesh,Damoh,M,52,IND,1357986,44.12,0.65,3894
1200,3325,Shiv Raj Alias Bade Bhaiya ,Madhya Pradesh,Damoh,M,47,IND,1357986,44.12,0.65,3894
1201,3326,Shivraj Bhaiya Bade Thakur ,Madhya Pradesh,Damoh,M,25,IND,1357986,44.12,0.61,3654
1202,3327,Chandrabhan Bhaiya Parsoria Nahar ,Madhya Pradesh,Damoh,M,37,IND,1357986,44.12,0.5,2995
1203,3328,Hariram Thakur ,Madhya Pradesh,Damoh,M,38,GGP,1357986,44.12,0.5,2995
1204,3329,Shivraj Singh Banda ,Madhya Pradesh,Damoh,M,34,IND,1357986,44.12,0.42,2516
1205,3330,Vijay Singh Rajpoot ,Madhya Pradesh,Damoh,M,32,IND,1357986,44.12,0.35,2097
1206,3331,Gopal Bhaiya ,Madhya Pradesh,Damoh,M,45,IND,1357986,44.12,0.3,1797
1207,3332,Shivraj Singh Nayakheda Appchand ,Madhya Pradesh,Damoh,M,35,IND,1357986,44.12,0.3,1797
1208,3333,Chandrabhan Bhaiya Jatashankar Colony Damoh ,Madhya Pradesh,Damoh,M,45,IND,1357986,44.12,0.27,1617
1209,3334,Bhagirath Kurmi ,Madhya Pradesh,Damoh,M,64,RDMP,1357986,44.12,0.22,1318
1210,3335,Gaffar Ali ,Madhya Pradesh,Damoh,M,70,IND,1357986,44.12,0.22,1318
1211,3336,Manoj Devaliya ,Madhya Pradesh,Damoh,M,28,BJBP,1357986,44.12,0.21,1258
1212,3337,Shivraj Bhaiya ,Madhya Pradesh,Damoh,M,36,SVSP,1357986,44.12,0.19,1138
1213,3377,Yashodhara Raje Scindia ,Madhya Pradesh,Gwalior,F,54,BJP,1420978,41.11,43.19,252300
1214,3378,Ashok Singh ,Madhya Pradesh,Gwalior,M,48,INC,1420978,41.11,38.64,225720
1215,3379,Ajab Singh Kushwah ,Madhya Pradesh,Gwalior,M,36,BSP,1420978,41.11,13.09,76467
1216,3380,Jagadish Gobara ,Madhya Pradesh,Gwalior,M,55,IND,1420978,41.11,0.67,3913
1217,3381,Avtar Singh ,Madhya Pradesh,Gwalior,M,38,LJP,1420978,41.11,0.57,3329
1218,3382,Padam Singh Dhakad ,Madhya Pradesh,Gwalior,M,33,IND,1420978,41.11,0.44,2570
1219,3383,Deepak Kumar Bansal Rangwale ,Madhya Pradesh,Gwalior,M,44,IND,1420978,41.11,0.41,2395
1220,3384,Yasmin Khan ,Madhya Pradesh,Gwalior,F,35,IND,1420978,41.11,0.36,2102
1221,3385,Lakhpat Singh Kirar ,Madhya Pradesh,Gwalior,M,38,ASP,1420978,41.11,0.31,1810
1222,3386,Komal Anuragi ,Madhya Pradesh,Gwalior,M,34,IND,1420978,41.11,0.3,1752
1223,3387,Kaptan Singh Master ,Madhya Pradesh,Gwalior,M,45,IND,1420978,41.11,0.28,1635
1224,3388,Shri Krishna Alias Siriya ,Madhya Pradesh,Gwalior,M,57,IND,1420978,41.11,0.23,1343
1225,3389,Anand Singh Kushwah Ramayne ,Madhya Pradesh,Gwalior,M,41,IND,1420978,41.11,0.2,1168
1226,3390,Alok Joshi ,Madhya Pradesh,Gwalior,M,36,IND,1420978,41.11,0.17,993
1227,3391,Devendra Bhargava Advocate ,Madhya Pradesh,Gwalior,M,64,ABHM,1420978,41.11,0.15,876
1228,3392,Dr Ram Gopal Advocate ,Madhya Pradesh,Gwalior,M,70,RPI(A),1420978,41.11,0.15,876
1229,3393,Gautam Singh Rajput Kushwah ,Madhya Pradesh,Gwalior,M,42,RSMD,1420978,41.11,0.13,759
1230,3394,Anand Kumar ,Madhya Pradesh,Gwalior,M,36,IND,1420978,41.11,0.13,759
1231,3395,Rajesh Kumar Sharma ,Madhya Pradesh,Gwalior,M,34,IND,1420978,41.11,0.12,700
1232,3396,Ram Ratan Kushwah ,Madhya Pradesh,Gwalior,M,50,IND,1420978,41.11,0.12,700
1233,3397,Ramesh Chandra Sharma ,Madhya Pradesh,Gwalior,M,62,IJP,1420978,41.11,0.11,642
1234,3398,Saeed Khan Dabbu ,Madhya Pradesh,Gwalior,M,40,IND,1420978,41.11,0.11,642
1235,3399,Pankaj Goswami ,Madhya Pradesh,Gwalior,M,30,BHBP,1420978,41.11,0.1,584
1236,3410,Sumitra Mahajan (Tai) ,Madhya Pradesh,Indore,F,65,BJP,1570207,50.75,48.77,388638
1237,3411,Satynarayan Patel ,Madhya Pradesh,Indore,M,41,INC,1570207,50.75,47.33,377163
1238,3412,Rahim Khan ,Madhya Pradesh,Indore,M,35,BSP,1570207,50.75,0.91,7251
1239,3413,Dr. Anita Yadav ,Madhya Pradesh,Indore,F,38,SP,1570207,50.75,0.42,3346
1240,3414,S. R. Mandloi ,Madhya Pradesh,Indore,M,27,IND,1570207,50.75,0.42,3346
1241,3415,Sanjay Singh Bhadoriya (Pappu) ,Madhya Pradesh,Indore,M,45,RJD,1570207,50.75,0.31,2470
1242,3416,Gajendra Singh Gaur ,Madhya Pradesh,Indore,M,26,IND,1570207,50.75,0.27,2151
1243,3417,Shikhar Chand Patodi (Jain) ,Madhya Pradesh,Indore,M,52,IND,1570207,50.75,0.27,2151
1244,3418,Nand Kishore Soni ,Madhya Pradesh,Indore,M,48,IND,1570207,50.75,0.24,1912
1245,3419,Ghanshyam Chandel ,Madhya Pradesh,Indore,M,50,IND,1570207,50.75,0.18,1434
1246,3420,Chintan Trivedi ,Madhya Pradesh,Indore,M,27,IND,1570207,50.75,0.17,1354
1247,3421,Parmanand Metharam Tolani ,Madhya Pradesh,Indore,M,48,IND,1570207,50.75,0.16,1275
1248,3422,Vishnu Das ,Madhya Pradesh,Indore,M,54,IND,1570207,50.75,0.16,1275
1249,3423,Ajit Kumar Jain (Patwa) ,Madhya Pradesh,Indore,M,60,IND,1570207,50.75,0.09,717
1250,3424,Mohan Chouhan Malviya ,Madhya Pradesh,Indore,M,39,PRSP,1570207,50.75,0.09,717
1251,3425,Samadhan Naik ,Madhya Pradesh,Indore,M,59,RPI(A),1570207,50.75,0.08,637
1252,3426,Ramsingh ,Madhya Pradesh,Indore,M,61,RPIE,1570207,50.75,0.07,557
1253,3427,Radheshyam Mukati ,Madhya Pradesh,Indore,M,38,LPSP,1570207,50.75,0.06,478
1254,3428,Rakesh Singh ,Madhya Pradesh,Jabalpur,M,48,BJP,1446478,43.8,54.29,343958
1255,3429,Advocate Rameshwar Neekhra ,Madhya Pradesh,Jabalpur,M,61,INC,1446478,43.8,37.56,237964
1256,3430,Aziz Qureshi ,Madhya Pradesh,Jabalpur,M,64,BSP,1446478,43.8,3.33,21097
1257,3431,Sunil Patel ,Madhya Pradesh,Jabalpur,M,38,IND,1446478,43.8,1.14,7222
1258,3432,Meerchand Patel (Kachhvaha ,Madhya Pradesh,Jabalpur,M,63,RPI,1446478,43.8,0.63,3991
1259,3433,Hari Singh Maravi ,Madhya Pradesh,Jabalpur,M,36,GMS,1446478,43.8,0.62,3928
1260,3434,Dr. Mukesh Mehrotra ,Madhya Pradesh,Jabalpur,M,57,IND,1446478,43.8,0.62,3928
1261,3435,Ravi Mahobia (Kundam) ,Madhya Pradesh,Jabalpur,M,29,GGP,1446478,43.8,0.55,3484
1262,3436,Rakesh Sonkar (Pramukh Dhai Akshar) ,Madhya Pradesh,Jabalpur,M,39,IND,1446478,43.8,0.5,3167
1263,3437,Ashok Kumar Sharma ,Madhya Pradesh,Jabalpur,M,40,SP,1446478,43.8,0.47,2977
1264,3438,Rajkumari Singh ,Madhya Pradesh,Jabalpur,F,40,LJP,1446478,43.8,0.29,1837
1265,3439,Jeetendra Singh ,Madhya Pradesh,Khajuraho,M,50,BJP,1349479,43.21,39.34,229395
1266,3440,Raja Paterya ,Madhya Pradesh,Khajuraho,M,49,INC,1349479,43.21,34.48,201056
1267,3441,Sewa Lal Patel ,Madhya Pradesh,Khajuraho,M,49,BSP,1349479,43.21,13.22,77087
1268,3442,Jayawant Singh ,Madhya Pradesh,Khajuraho,M,49,SP,1349479,43.21,3.44,20058
